Title,Address,District,PostingDate,PostType,Price,Area,Direction,Bedrooms,Bathrooms,Floors,Width_meters,Legal,Interior,Entrancewidth,Area_m2,Entrance_width,Width,PostingYear,PostingMonth,PostingQuarter,Month_sin,Month_cos,Days_Since_Posted,Half_Year
Chính chủ bán căn hộ 4PN DT 300m2 - Giá tốt - Full đồ - View hồ - tòa TSQ Euroland. LH: 0961 846 ***,"Dự án Làng Việt Kiều Châu Âu Euroland, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Đông,31/07/2025,Căn hộ chung cư tại Làng Việt Kiều Châu Âu Euroland,15.3,300 m²,0,4.0,3.0,,0,0,0,0,300.0,8.0,5.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,153,1
"Cần bán căn 3 ngủ C37 Bắc Hà Bộ Công An, DT 115m2 giá 5,2 tỷ, sẵn sổ, full nội thất, có slot ô tô","Dự án C37 Bộ Công An - Bắc Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,30/11/2025,Căn hộ chung cư tại C37 Bộ Công An - Bắc Hà Tower,6.5,115 m²,Tây - Nam,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,115.0,5.0,5.0,2025,11,4,-0.5000000000000004,0.8660254037844384,31,1
"Bán nhà CCMN - Phố Phú Đô - Nam Từ Liêm, ô tô đỗ cửa, đầy đủ PCCC, thu dòng tiền hàng tháng","Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,27/11/2024,Nhà riêng tại đường Phú Đô,17.6,64 m²,0,18.0,19.0,7.0,"6,2 m",Sổ đỏ/ Sổ hồng,0,0,64.0,5.0,6.2,2024,11,4,-0.5000000000000004,0.8660254037844384,399,1
"Bán gấp nhà đẹp 43 m2, 5 tầng, 4 m mặt tiền, sổ đỏ chính chủ, 6 tỷ 760 tr có bớt, Định Công","Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội",Hoàng Mai,27/06/2023,Nhà riêng tại đường Định Công,7.0,43 m²,0,4.0,4.0,5.0,4 m,Sổ đỏ/ Sổ hồng,Full nội thất.,0,43.0,5.0,4.0,2023,6,2,1.2246467991473532e-16,-1.0,918,0
Chính chủ bán căn 3PN - DT 120m2 - full NT xịn xò đẹp - giá tốt - Toà Tây Hà Tower LH: 0961 846 ***,"Dự án Tây Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,28/12/2024,Căn hộ chung cư tại Tây Hà Tower,6.8,120 m²,Đông - Nam,3.0,,,0,0,Cơ bản,0,120.0,5.0,5.0,2024,12,4,-2.4492935982947064e-16,1.0,368,1
"Bán đất - ở sướng - giá tốt - khu liền kề Văn Khê, Hà Đông","Phường La Khê, Hà Đông, Hà Nội",Hà Đông,16/08/2023,Bán đất tại phường La Khê,12.0,50 m²,0,,,,0,Sổ đỏ/ Sổ hồng,0,0,50.0,8.0,5.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,868,1
"Giá đầu tư, bán nhà Trường Chinh, Đống Đa, 77m2*5T*5m chủ cần tiền bán gấp, giá chỉ 12 tỷ có TL","Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",Đống Đa,04/10/2023,Nhà riêng tại đường Trường Chinh,13.0,77 m²,0,6.0,4.0,5.0,5 m,Sổ đỏ/ Sổ hồng.,Đầy đủ.,0,77.0,5.0,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,819,1
Bán đất cách mặt đường Hồ Tùng Mậu 50m - ngõ rộng 4 chỗ vào đất,"199, Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,16/11/2023,Bán đất tại đường Hồ Tùng Mậu,14.3,90 m²,Đông,,,,7 m,Sổ đỏ/ Sổ hồng.,0,3 m,90.0,3.0,7.0,2023,11,4,-0.5000000000000004,0.8660254037844384,776,1
"Bán gấp nhà mặt ngõ ô tô đỗ cửa. Đường Trường Chinh. 75m2 - 4 tầng, phù hợp xây tòa nhà VP cao tầng","Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",Đống Đa,03/12/2024,Nhà riêng tại đường Trường Chinh,15.4,75 m²,0,4.0,3.0,4.0,"3,8 m",Sổ đỏ/ Sổ hồng,Cơ bản,7 m,75.0,7.0,3.8,2024,12,4,-2.4492935982947064e-16,1.0,393,1
"Chính chủ bán nhanh căn 1N1WC full nội thất, Vinhomes Smart City 2,5 tỷ","Dự án The Sakura - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,22/01/2025,Căn hộ chung cư tại The Sakura - Vinhomes Smart City,2.9,34 m²,0,1.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,34.0,5.0,5.0,2025,1,1,0.49999999999999994,0.8660254037844387,343,0
"Phố Bắc Cầu: Bán gấp nhà 3 tầng, 35 m2 View đẹp miễn chê giá 3,350 tỷ","Đường Bắc Cầu, Phường Ngọc Thụy, Long Biên, Hà Nội",Long Biên,12/08/2024,Nhà riêng tại đường Bắc Cầu,3.7,35 m²,0,3.0,2.0,3.0,0,Sổ đỏ/ Sổ hồng.,0,0,35.0,6.0,5.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,506,1
"Bán nhà mặt hồ Trúc Bạch - Hồ Tây 137m2 9 tầng, thang máy, vỉa hè, 2 thoáng, dòng tiền cho thuê cao","Đường Trúc Bạch, Phường Trúc Bạch, Ba Đình, Hà Nội",Ba Đình,06/12/2023,Nhà mặt phố tại đường Trúc Bạch,70.3,137 m²,0,21.0,7.0,9.0,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,0,137.0,4.0,5.0,2023,12,4,-2.4492935982947064e-16,1.0,756,1
"Chính chủ cần bán căn hộ chung cư La Casta Văn Phú, 7,4 tỷ, 112 m2, 3PN, 2WC tại Hà Đông, Hà Nội","Dự án La Casta Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",Hà Đông,05/12/2023,Căn hộ chung cư tại La Casta Văn Phú,7.7,112 m²,0,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,112.0,8.0,5.0,2023,12,4,-2.4492935982947064e-16,1.0,757,1
"Bán căn hộ 2PN view đẹp tại Green Stars, 4,5 tỷ, 65m2. LH ngay: 0988 121 ***Mrs. Hằng)","Dự án Green Stars, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,11/12/2024,Căn hộ chung cư tại Green Stars,5.1,65 m²,Đông - Nam,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,65.0,4.5,5.0,2024,12,4,-2.4492935982947064e-16,1.0,385,1
"Bán nhà mặt phố Yên Hoa, Tây Hồ: 70/85m2, 7 tầng, MT 8,5m, lô góc 3 thoáng, view Hồ Tây, thang máy","Phố Yên Hoa, Phường Yên Phụ, Tây Hồ, Hà Nội",Tây Hồ,29/10/2025,Nhà mặt phố tại phố Yên Hoa,75.4,70 m²,0,,,7.0,"8,5 m",Sổ đỏ/ Sổ hồng,Không nội thất,0,70.0,7.0,8.5,2025,10,4,-0.8660254037844386,0.5000000000000001,63,1
"Kịch độc - CCMN Thịnh Quang 1 tỷ 6 - DT 54m2, 2 ngủ, Full nội thất","171, Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",Đống Đa,09/05/2025,"Chung cư mini, căn hộ dịch vụ tại đường Thịnh Quang",1.8,54 m²,0,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,54.0,5.0,5.0,2025,5,2,0.49999999999999994,-0.8660254037844387,236,0
"Giá chính xác k ảo! Bán căn 3 phòng ngủ 88,5m2 thông thủy tại The Legend, tầng cao view thoáng","Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,04/06/2025,Căn hộ chung cư tại The Legend Tower 109 Nguyễn Tuân,7.5,"88,5 m²",0,3.0,2.0,,0,Hợp đồng mua bán,Đầy đủ,0,88.5,6.0,4.7,2025,6,2,1.2246467991473532e-16,-1.0,210,0
Bán nhà 8 tầng 7 chỗ vào nhà - phố Hồ Tùng Mậu - Bắc Từ Liêm,"Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,19/12/2024,Nhà riêng tại đường Hồ Tùng Mậu,17.1,44 m²,Tây - Bắc,5.0,6.0,8.0,4 m,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,44.0,4.0,4.0,2024,12,4,-2.4492935982947064e-16,1.0,377,1
"Bán căn penthouse Mulberry bàn giao thô siêu đẹp 390m2, căn thông tầng có sân vườn giá chỉ 16,x tỷ","Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Đông,01/11/2023,Căn hộ chung cư tại Mulberry Lane,18.2,390 m²,0,5.0,5.0,,0,Sổ đỏ/ Sổ hồng,Không nội thất,0,390.0,8.0,5.0,2023,11,4,-0.5000000000000004,0.8660254037844384,791,1
"Siêu phẩm TT Thanh Xuân phân lô ô tô tránh ô tô vào nhà kinh doanh ngõ thông DT 54m2 giá 12,6 tỷ","Đường Bùi Xương Trạch, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thanh Xuân,03/10/2025,Nhà riêng tại đường Bùi Xương Trạch,15.3,54 m²,0,,,5.0,0,Sổ đỏ/sổ hồng.,0,0,54.0,6.0,4.7,2025,10,4,-0.8660254037844386,0.5000000000000001,89,1
"Cơ hội sở hữu 50m2 đất đẹp,mặt đường to,ngõ rộng thênh thang, hiếm có tại Yên Viên","Đường Hà Huy Tập, Thị trấn Yên Viên, Gia Lâm, Hà Nội",Gia Lâm,24/12/2024,Bán đất tại đường Hà Huy Tập,5.0,50 m²,0,,,,0,Sổ đỏ/ Sổ hồng,0,8 m,50.0,8.0,6.0,2024,12,4,-2.4492935982947064e-16,1.0,372,1
Nhà mới 35m2 x 5 tầng - MT 6m - ngõ 37 Lê Thanh Nghị - Bách Khoa - Giá 9.2 tỷ,"Ngõ 37, Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,27/09/2024,Nhà riêng tại phố Lê Thanh Nghị,10.7,35 m²,Tây - Bắc,4.0,4.0,5.0,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,2 m,35.0,2.0,6.0,2024,9,3,-1.0,-1.8369701987210297e-16,460,1
Tòa CHDV siêu dòng tiền 2.4 tỷ/năm - Phố Hoàng Mai - 180m2 x 10 tầng - 42 phòng,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Hoàng Mai,02/06/2024,Nhà riêng tại đường Hoàng Mai,35.7,180 m²,0,42.0,42.0,10.0,7 m,Sổ đỏ/ Sổ hồng.,Đầy đủ.,6 m,180.0,6.0,7.0,2024,6,2,1.2246467991473532e-16,-1.0,577,0
"Hàng hot bán CC 3PN, 2WC tại Green Park Tower, 7 tỷ, 96m2, Cầu Giấy, HN 0988 579 ***","Dự án Green Park Tower, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,24/08/2025,Căn hộ chung cư tại Green Park Tower,8.0,96 m²,Đông - Nam,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,96.0,6.0,5.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,129,1
BQL thông báo quỹ căn mới nhất - giá tốt tại tòa Thống Nhất Complex! LH: 0961 846 ***,"Dự án Thống Nhất Complex, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thanh Xuân,15/09/2024,Căn hộ chung cư tại Thống Nhất Complex,7.2,88 m²,Tây - Bắc,3.0,2.0,,0,Sổ đỏ.,0,0,88.0,6.0,4.7,2024,9,3,-1.0,-1.8369701987210297e-16,472,1
"Bán gấp căn hộ 1N phân khu Zenpark cao cấp nhất của CĐT Vinhomes Ocean Park Gia Lâm,view cực thoáng","Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,11/03/2024,Căn hộ chung cư tại The Zenpark,2.7,"41,5 m²",Nam,1.0,1.0,,0,Sổ đỏ/ Sổ hồng,Cơ bản.,0,41.5,8.0,6.0,2024,3,1,1.0,6.123233995736766e-17,660,0
"Siêu phẩm Xuân Linh 115m2 full thổ cư, đường trước đất ô tô tránh, cách trục chính liên huyện 50m","Xã Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội",Chương Mỹ,29/11/2025,Bán đất tại xã Thuỷ Xuân Tiên,2.2,115 m²,Đông,,,,5 m,Sổ đỏ/ Sổ hồng,0,5 m,115.0,5.0,5.0,2025,11,4,-0.5000000000000004,0.8660254037844384,32,1
Phân lô ô tô - nhà mới đẹp - full nội thất - 36m2 x 6 tầng - ngõ 22 Lương Khánh Thiện - giá 9.88 tỷ,"Ngõ 22, Đường Lương Khánh Thiện, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Hoàng Mai,08/06/2023,Nhà riêng tại đường Lương Khánh Thiện,10.1,36 m²,Đông,5.0,5.0,6.0,"3,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ.,4 m,36.0,4.0,3.5,2023,6,2,1.2246467991473532e-16,-1.0,937,0
"Nhà PL ô tô vào nhà, thang máy, vừa ở vừa KD, khu vip Cầu Giấy, gần Nguyễn Khánh Toàn, Đào Tấn","Phường Quan Hoa, Cầu Giấy, Hà Nội",Cầu Giấy,15/03/2023,Nhà riêng tại phường Quan Hoa,14.8,43 m²,0,4.0,6.0,7.0,"5,5 m",Sổ đỏ/ Sổ hồng,Cơ bản,5 m,43.0,5.0,5.5,2023,3,1,1.0,6.123233995736766e-17,1022,0
"CCMN Phùng Khoang Nam Từ Liêm. Dt 46m2, 5 tầng, 10 phòng khép kín. Giá 7.6 tỷ, gần ô tô","Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,07/04/2025,Nhà riêng tại đường Phùng Khoang,9.2,46 m²,0,10.0,10.0,5.0,0,"Số đỏ vuông đẹp giao dịch nhanh, nói không với quy hoạch.",Đầy đủ,0,46.0,5.0,5.0,2025,4,2,0.8660254037844387,-0.4999999999999998,268,0
Chính chủ bán căn 2PN ban công ĐN tại HN Center Point - full NT - giá tốt - LH: 0961 846 ***,"Dự án Hà Nội Center Point, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,17/11/2023,Căn hộ chung cư tại Hà Nội Center Point,6.2,66 m²,Tây - Bắc,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,66.0,6.0,4.7,2023,11,4,-0.5000000000000004,0.8660254037844384,775,1
"Bán gấp nhà riêng tại đường Tình Quang, Phúc Lợi, Long Biên, Hà Nội, 3,48 tỷ, 52m2","Đường Tình Quang, Phường Phúc Lợi, Long Biên, Hà Nội",Long Biên,18/08/2025,Nhà riêng tại đường Tình Quang,4.2,52 m²,0,2.0,1.0,1.0,4 m,Sổ đỏ/ Sổ hồng,0,5 m,52.0,5.0,4.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,135,1
Biệt thự mini phố Hồng Tiến - Long Biên - chủ cần bán gấp - giá rẻ nhất khu vực,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",Long Biên,26/11/2023,"Nhà biệt thự, liền kề tại phố Hồng Tiến",16.5,84 m²,0,4.0,4.0,3.0,"7,2 m",Sổ đỏ/ Sổ hồng,0,3 m,84.0,3.0,7.2,2023,11,4,-0.5000000000000004,0.8660254037844384,766,1
Chính chủ bán căn 3PN - full NT xịn xò - giá tốt toà Diamond Flower - Lê Văn Lương! LH: 0961 846 ***,"Dự án Diamond Flower Tower, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,06/10/2025,Căn hộ chung cư tại Diamond Flower Tower,14.0,164 m²,Tây - Bắc,3.0,3.0,,0,Hợp đồng mua bán,0,0,164.0,6.0,4.7,2025,10,4,-0.8660254037844386,0.5000000000000001,86,1
"Chính chủ cần bán gấp studio Pavilion Vinhomes Ocean Park full đồ nội thât đẹp, dự án mới bàn giao","Dự án The Pavilion - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,25/04/2025,Căn hộ chung cư tại The Pavilion - Vinhomes Ocean Park,2.1,28 m²,0,1.0,1.0,,0,0,Đầy đủ,0,28.0,8.0,6.0,2025,4,2,0.8660254037844387,-0.4999999999999998,250,0
Chính chủ bán nhà 3 tầng 87m2 - 15 tỷ - Sa Đôi Đại Mỗ,"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,23/06/2025,Nhà riêng tại đường Đại Mỗ,18.1,87 m²,Đông - Nam,,,3.0,6 m,Sổ đỏ/ Sổ hồng,0,15 m,87.0,15.0,6.0,2025,6,2,1.2246467991473532e-16,-1.0,191,0
"Bán CC tại C37 Bộ Công An - Bắc Hà Tower, 5.7 tỷ, 95m2, chỉ với view đẹp","Dự án C37 Bộ Công An - Bắc Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,18/11/2025,Căn hộ chung cư tại C37 Bộ Công An - Bắc Hà Tower,7.2,95 m²,0,3.0,2.0,,0,Sổ đỏ/ Sổ hồng.,"Cơ bản Nội thất gồm điều hòa, tủ bếp, tủ âm tường, sàn gỗ...",0,95.0,5.0,5.0,2025,11,4,-0.5000000000000004,0.8660254037844384,43,1
Chính chủ bán căn 3PN DT 130m2 - Full NT xịn xò - giá tốt - tòa HH2 Bắc Hà! LH: 0961 846 ***,"Dự án HH2 Bắc Hà, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,20/03/2025,Căn hộ chung cư tại HH2 - Bắc Hà,7.6,130 m²,Đông - Bắc,3.0,2.0,,0,Sổ đỏ cầm tay. Có Slot ô tô.,Full NT mới tinh nhà làm dùng để sử dụng.,0,130.0,5.0,5.0,2025,3,1,1.0,6.123233995736766e-17,286,0
"Bán nhà phân lô liền kề phố Ngụy Như Kon Tum - Thanh Xuân, DT 73m2 x 6 tầng có thang máy, MT 5,2m","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội.",Thanh Xuân,06/12/2023,Nhà riêng tại phố Ngụy Như Kon Tum,29.0,73 m²,0,,5.0,6.0,"5,2 m","- Pháp lý đầy đủ, sổ đỏ.","Đầy đủ - Nội thất đầy đủ với điều hòa, tủ lạnh, giường...",9 m,73.0,9.0,5.2,2023,12,4,-2.4492935982947064e-16,1.0,756,1
Bán LK gần Lê Quang Đạo - 3 phút ra Mỹ Đình - không gian trong lành - 90m2 rộng rãi - 14 tỷ,"Dự án Tây Mỗ, Đường Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,19/07/2025,"Nhà biệt thự, liền kề tại Khu đô thị Tây Mỗ",16.9,90 m²,0,5.0,4.0,4.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,20 m,90.0,20.0,5.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,165,1
"Phân lô Hoàng Văn Thái, vị trí đắc địa, thang máy, gara, kinh doanh, 48m, giá 19 tỷ","Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",Thanh Xuân,18/11/2023,Nhà riêng tại đường Hoàng Văn Thái,19.7,48 m²,0,6.0,7.0,7.0,0,Sổ đỏ/ Sổ hồng,Nội thất đồ gỗ Lim.,0,48.0,6.0,4.7,2023,11,4,-0.5000000000000004,0.8660254037844384,774,1
Chính chủ bán căn 3PN - Full NT xịn xò - toà Hei Tower số 1 Nguy Như - Giá tốt! LH: 0961 846 ***,"Hei Tower Điện Lực, số 1, Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,01/09/2025,Căn hộ chung cư tại Hei Tower,11.3,130 m²,Đông - Bắc,3.0,2.0,,0,0,Full NT xịn xò.,0,130.0,6.0,4.7,2025,9,3,-1.0,-1.8369701987210297e-16,121,1
Tôi bán CH 128m2 3PN - Giá tốt - Full NT dự án Times Tower - HACC1 Complex Building! LH: 0961 846 ***,"Dự án Times Tower Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,09/09/2024,Căn hộ chung cư tại Times Tower Lê Văn Lương,9.2,128 m²,Tây - Bắc,3.0,2.0,,0,0,Full đồ nội thất.,0,128.0,6.0,4.7,2024,9,3,-1.0,-1.8369701987210297e-16,478,1
"Bán nhanh, đầu hồi Hoa Phượng, TN - ĐN, 342m2, 99 tỷ, sông thoáng, VinhomesRiverside 0932 533 ***","Dự án Vinhomes Riverside, Đường Hoa Sữa, Phường Phúc Lợi, Long Biên, Hà Nội",Long Biên,23/05/2023,"Nhà biệt thự, liền kề tại Vinhomes Riverside",96.4,348 m²,0,,,,39 m,Đã có sổ đỏ.,Để lại toàn bộ nội thất hiện tại.,0,348.0,6.0,39.0,2023,5,2,0.49999999999999994,-0.8660254037844387,953,0
"Nhà đẹp 4 tầng, 51m - ô tô đỗ cửa ngõ thông tặng nội thất xịn Hà Đông Hà Nội; 4,9 tỷ lh 0888 114 ***","Đường Quang Trung, Phường Đồng Mai, Hà Đông, Hà Nội",Hà Đông,17/10/2023,Nhà riêng tại đường Quang Trung,4.9,51 m²,0,,,4.0,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,51.0,4.0,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,806,1
"Chính chủ bán căn hộ chung cư tại Vinata 289 Khuất Duy Tiến, 6.3 tỷ, 87m2, 3N2WC, đầy đủ nội thất","Vinata Tower, 289, Đường Khuất Duy Tiến, Phường Trung Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,28/06/2024,Căn hộ chung cư tại Vinata Tower,7.3,87 m²,Đông - Bắc,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,87.0,6.0,5.0,2024,6,2,1.2246467991473532e-16,-1.0,551,0
Chính chủ bán căn 3PN - Full NT - Giá tốt - Sẵn sổ - có Slot ôtô tòa 29T1 dự án N05! LH: 0961 846 ***,"Dự án N05 Trần Duy Hưng, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,30/10/2024,Căn hộ chung cư tại N05 - KDT Đông Nam Trần Duy Hưng,12.2,152 m²,Tây - Bắc,3.0,3.0,,0,Sẵn sổ,Full NT.,0,152.0,6.0,5.0,2024,10,4,-0.8660254037844386,0.5000000000000001,427,1
"Giá tốt, Giá chuẩn, đơn lập, Nguyệt Quế, 355m2, 78tỷ, trung tâm gần hồ 12ha Haramony, 0932 533 ***","Dự án Vinhomes The Harmony, Đường Nguyệt Quế, Phường Việt Hưng, Long Biên, Hà Nội",Long Biên,30/11/2023,"Nhà biệt thự, liền kề tại Vinhomes The Harmony",79.0,355 m²,0,,,3.0,0,0,0,0,355.0,6.0,5.0,2023,11,4,-0.5000000000000004,0.8660254037844384,762,1
Chính chủ bán căn 3PN - có slot ô tô - Full NT. Giá tốt - tòa Handi Resco Lê Văn Lương 0961 846 ***,"Dự án Handi Resco Lê văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,02/12/2023,Căn hộ chung cư tại Handi Resco Lê Văn Lương,8.6,97 m²,Đông - Nam,3.0,2.0,,0,Sổ đỏ sẵn.,Full NT.,0,97.0,6.0,4.7,2023,12,4,-2.4492935982947064e-16,1.0,760,1
"Bán Hoa Lan 1, 315m2 view Vườn Tùng, cạnh Almaz, xây thô, trung tâm Vinhomes Riverside 0932 533 ***","Dự án Vinhomes Riverside, Đường Hoa Lan 1, Phường Việt Hưng, Long Biên, Hà Nội",Long Biên,11/04/2025,"Nhà biệt thự, liền kề tại Vinhomes Riverside",81.2,315 m²,0,,,,0,0,0,0,315.0,6.0,5.0,2025,4,2,0.8660254037844387,-0.4999999999999998,264,0
"Nhà đẹp. Nhà đẹp Hồ Tùng Mậu DT 50m2-5tầng MT 3.7m nở hậu, ôtô qua cửa, KD, 30m ra phố, 12 tỷ","Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",Cầu Giấy,24/03/2023,Nhà riêng tại đường Hồ Tùng Mậu,12.0,50 m²,Tây - Bắc,6.0,4.0,5.0,"3,7 m",Sổ đỏ/ Sổ hồng,Cơ bản,4 m,50.0,4.0,3.7,2023,3,1,1.0,6.123233995736766e-17,1013,0
"Quỹ BT - Vinhomes Riverside, quỹ sông đẹp nhất, quỹ căn công viên rộng nhất, giá tốt 0932 533 ***","Dự án Vinhomes Riverside, Phường Việt Hưng, Long Biên, Hà Nội",Long Biên,29/09/2025,"Nhà biệt thự, liền kề tại Vinhomes Riverside",73.3,250 m²,0,,,,0,0,0,0,250.0,6.0,5.0,2025,9,3,-1.0,-1.8369701987210297e-16,93,1
"Quỹ căn BT - Vin Harmony, view hồ, view công viên hợp lý đẹp nhất dự án: 0932 533 ***","Dự án Vinhomes The Harmony, Phường Việt Hưng, Long Biên, Hà Nội",Long Biên,11/08/2025,"Nhà biệt thự, liền kề tại Vinhomes The Harmony",94.7,360 m²,0,,,,0,0,0,0,360.0,6.0,5.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,142,1
"Nhà đẹp Mậu Lương 54m2, 4.5 tầng, ô tô đỗ cửa, giá nhỉnh 10 tỷ,view hồ thoáng mát.lô góc.","Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",Hà Đông,19/09/2025,Nhà riêng tại đường Mậu Lương,13.5,54 m²,0,4.0,3.0,4.0,4 m,Sổ đỏ/ Sổ hồng,Cơ bản,6 m,54.0,6.0,4.0,2025,9,3,-1.0,-1.8369701987210297e-16,103,1
Bán nhà Linh Đàm 35m2 5 tầng full nội thất 5.7 tỷ,"Đường Tựu Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,11/06/2025,Nhà riêng tại đường Tựu Liệt,6.4,35 m²,0,4.0,4.0,5.0,0,Sổ đỏ/ Sổ hồng,0,0,35.0,5.0,4.5,2025,6,2,1.2246467991473532e-16,-1.0,203,0
"Cần bán gấp - giá siêu hấp dẫn - mảnh đất 55m² (mặt tiền 4.2m, nở hậu) đang chờ chủ nhân mới","Xã Đông Mỹ, Thanh Trì, Hà Nội",Thanh Trì,04/03/2023,Bán đất tại xã Đông Mỹ,3.3,55 m²,0,,,,"4,2 m",0,0,0,55.0,4.0,4.2,2023,3,1,1.0,6.123233995736766e-17,1033,0
"Nhà phân lô, gara oto, 3 bước ra phố Tân Mai, tiện kinh doanh và ở, 35m2x5tầng, MT 4.5m, chỉ 8,5 tỷ","Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",Hoàng Mai,17/10/2024,Nhà riêng tại đường Tân Mai,9.4,35 m²,0,3.0,4.0,5.0,"4,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ.,0,35.0,5.0,4.5,2024,10,4,-0.8660254037844386,0.5000000000000001,440,1
